email,current_placement,first_choice,second_choice,third_choice
user1305@example.com,New Somerset Hospital,Tambo Memorial Hospital,George Hospital,Kalafong Hospital
user1306@example.com,New Somerset Hospital,Nelson Mandela Academic Hospital,Themba Hospital,SAMHS 1 Military Hospital
user1307@example.com,New Somerset Hospital,Nelson Mandela Academic Hospital,Mokopane Hospital,Port Shepstone Hospital
user1308@example.com,New Somerset Hospital,Potchefstroom Hospital,Paarl Hospital,Kalafong Hospital
user1309@example.com,New Somerset Hospital,Themba Hospital,Leratong Hospital,Ermelo Hospital
user1310@example.com,New Somerset Hospital,Sebokeng Hospital,Khayelitsha Hospital,RK Khan Hospital
user1311@example.com,New Somerset Hospital,Grey's Hospital,Robert Mangaliso Sobukwe Hospital,Worcester Hospital
user1312@example.com,New Somerset Hospital,Livingstone Hospital,Grey's Hospital,King Edward VIII Hospital
user1313@example.com,New Somerset Hospital,Livingstone Hospital,Kalafong Hospital,George Hospital
user1314@example.com,New Somerset Hospital,Tshilidzine Hospital,Nelson Mandela Academic Hospital,Tygerberg Hospital
user1315@example.com,New Somerset Hospital,Mankweng Hospital,Themba Hospital,Leratong Hospital
user1316@example.com,New Somerset Hospital,St Rita's Hospital,Leratong Hospital,Ladysmith Hospital
user1317@example.com,New Somerset Hospital,Witbank Hospital,Worcester Hospital,Chris Hani Baragwanath Hospital
user1318@example.com,New Somerset Hospital,Frere Hospital,"Madadeni Hospital, New Castle",Rob Ferreira Hospital
user1319@example.com,New Somerset Hospital,Rob Ferreira Hospital,Helen Joseph Hospital,Job Shimankana Tabane Hospital
user1320@example.com,New Somerset Hospital,Livingstone Hospital,Worcester Hospital,Leratong Hospital
user1321@example.com,New Somerset Hospital,Port Shepstone Hospital,Job Shimankana Tabane Hospital,Paarl Hospital
user1322@example.com,New Somerset Hospital,Leratong Hospital,Worcester Hospital,Rob Ferreira Hospital
user1323@example.com,New Somerset Hospital,Victoria Hospital,Port Shepstone Hospital,Sebokeng Hospital
user1324@example.com,New Somerset Hospital,Potchefstroom Hospital,Grey's Hospital,Paarl Hospital
user1325@example.com,"Ngwelezana Hospital, Empangeni",Livingstone Hospital,Paarl Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1326@example.com,"Ngwelezana Hospital, Empangeni",Ermelo Hospital,Port Shepstone Hospital,Grey's Hospital
user1327@example.com,"Ngwelezana Hospital, Empangeni",Charlotte Maxeke Hospital,Frere Hospital,Potchefstroom Hospital
user1328@example.com,"Ngwelezana Hospital, Empangeni",Themba Hospital,Witbank Hospital,St Rita's Hospital
user1329@example.com,"Ngwelezana Hospital, Empangeni",Chris Hani Baragwanath Hospital,Grey's Hospital,Paarl Hospital
user1330@example.com,"Ngwelezana Hospital, Empangeni",Helen Joseph Hospital,Tygerberg Hospital,Livingstone Hospital
user1331@example.com,"Ngwelezana Hospital, Empangeni",Job Shimankana Tabane Hospital,Nelson Mandela Academic Hospital,Kalafong Hospital
user1332@example.com,"Ngwelezana Hospital, Empangeni",Chris Hani Baragwanath Hospital,Thelle Mogoerane Regional Hospital,Worcester Hospital
user1333@example.com,"Ngwelezana Hospital, Empangeni",Worcester Hospital,Khayelitsha Hospital,Job Shimankana Tabane Hospital
user1334@example.com,"Ngwelezana Hospital, Empangeni",Grey's Hospital,Livingstone Hospital,George Hospital
user1335@example.com,"Ngwelezana Hospital, Empangeni",Mokopane Hospital,Joe Morolong Memorial Hospital,Pelonomi Hospital
user1336@example.com,"Ngwelezana Hospital, Empangeni",George Hospital,Chris Hani Baragwanath Hospital,"Madadeni Hospital, New Castle"
user1337@example.com,"Ngwelezana Hospital, Empangeni","Madadeni Hospital, New Castle",Joe Morolong Memorial Hospital,Livingstone Hospital
user1338@example.com,"Ngwelezana Hospital, Empangeni",Mokopane Hospital,Groote Schuur Hospital,Tambo Memorial Hospital
user1339@example.com,"Ngwelezana Hospital, Empangeni",Themba Hospital,Grey's Hospital,Khayelitsha Hospital
user1340@example.com,"Ngwelezana Hospital, Empangeni",Witbank Hospital,Grey's Hospital,Mapulaneng Hospital
user1341@example.com,"Ngwelezana Hospital, Empangeni",Port Shepstone Hospital,Paarl Hospital,Mankweng Hospital
user1342@example.com,"Ngwelezana Hospital, Empangeni",Grey's Hospital,Helen Joseph Hospital,Sebokeng Hospital
user1343@example.com,"Ngwelezana Hospital, Empangeni",Helen Joseph Hospital,Port Shepstone Hospital,Witbank Hospital
user1344@example.com,"Ngwelezana Hospital, Empangeni",Grey's Hospital,Livingstone Hospital,Witbank Hospital
user1345@example.com,"Ngwelezana Hospital, Empangeni",King Edward VIII Hospital,Witbank Hospital,Job Shimankana Tabane Hospital
user1346@example.com,"Ngwelezana Hospital, Empangeni",Lebowakgomo Hospital,Port Shepstone Hospital,George Hospital
user1347@example.com,"Ngwelezana Hospital, Empangeni",Paarl Hospital,Tambo Memorial Hospital,Port Shepstone Hospital
user1348@example.com,"Ngwelezana Hospital, Empangeni",Robert Mangaliso Sobukwe Hospital,Mahikeng Provincial Hospital,Tambo Memorial Hospital
user1349@example.com,"Ngwelezana Hospital, Empangeni",Witbank Hospital,George Hospital,Paarl Hospital
user1350@example.com,"Ngwelezana Hospital, Empangeni",Karl Bremer Hospital,Mahikeng Provincial Hospital,Port Shepstone Hospital
user1351@example.com,"Ngwelezana Hospital, Empangeni",Port Shepstone Hospital,Paarl Hospital,Khayelitsha Hospital
user1352@example.com,"Ngwelezana Hospital, Empangeni",Robert Mangaliso Sobukwe Hospital,Grey's Hospital,Tembisa Hospital
user1353@example.com,"Ngwelezana Hospital, Empangeni",George Hospital,Job Shimankana Tabane Hospital,Pietersburg Hospital
user1354@example.com,"Ngwelezana Hospital, Empangeni",Sebokeng Hospital,Khayelitsha Hospital,Rob Ferreira Hospital
user1355@example.com,"Ngwelezana Hospital, Empangeni",Livingstone Hospital,Leratong Hospital,George Hospital
user1356@example.com,"Ngwelezana Hospital, Empangeni",Paarl Hospital,Witbank Hospital,Frere Hospital
user1357@example.com,"Ngwelezana Hospital, Empangeni",Mahikeng Provincial Hospital,Mankweng Hospital,Grey's Hospital
user1358@example.com,"Ngwelezana Hospital, Empangeni",Themba Hospital,Frere Hospital,Job Shimankana Tabane Hospital
user1359@example.com,"Ngwelezana Hospital, Empangeni",SAMHS 1 Military Hospital,Livingstone Hospital,Leratong Hospital
user1360@example.com,"Ngwelezana Hospital, Empangeni",George Hospital,Prince Mshiyeni Memorial Hospital,Job Shimankana Tabane Hospital
user1361@example.com,"Ngwelezana Hospital, Empangeni",Ladysmith Hospital,Tambo Memorial Hospital,Dihlabeng Hospital
user1362@example.com,"Ngwelezana Hospital, Empangeni",Paarl Hospital,Edenvale Hospital,Frere Hospital
user1363@example.com,"Ngwelezana Hospital, Empangeni",Port Shepstone Hospital,Letaba Hospital,Worcester Hospital
user1364@example.com,"Ngwelezana Hospital, Empangeni",Klerksdorp-Tshepong Tertiary Hospital,Groote Schuur Hospital,Mokopane Hospital
user1365@example.com,"Ngwelezana Hospital, Empangeni",Prince Mshiyeni Memorial Hospital,Grey's Hospital,Kalafong Hospital
user1366@example.com,"Ngwelezana Hospital, Empangeni",Port Shepstone Hospital,Leratong Hospital,Groote Schuur Hospital
user1367@example.com,"Ngwelezana Hospital, Empangeni",Klerksdorp-Tshepong Tertiary Hospital,Rob Ferreira Hospital,Grey's Hospital
user1368@example.com,"Ngwelezana Hospital, Empangeni",Nelson Mandela Academic Hospital,Tygerberg Hospital,St Rita's Hospital
user1369@example.com,Paarl Hospital,Rob Ferreira Hospital,Groote Schuur Hospital,Port Shepstone Hospital
user1370@example.com,Paarl Hospital,Port Shepstone Hospital,Nelson Mandela Academic Hospital,Themba Hospital
user1371@example.com,Paarl Hospital,Mokopane Hospital,Themba Hospital,Frere Hospital
user1372@example.com,Paarl Hospital,Tambo Memorial Hospital,Nelson Mandela Academic Hospital,Potchefstroom Hospital
user1373@example.com,Paarl Hospital,Worcester Hospital,Potchefstroom Hospital,"Ngwelezana Hospital, Empangeni"
user1374@example.com,Paarl Hospital,Steve Biko Academic Hospital,George Hospital,Kalafong Hospital
user1375@example.com,Paarl Hospital,Khayelitsha Hospital,Pelonomi Hospital,Livingstone Hospital
user1376@example.com,Paarl Hospital,Frere Hospital,Grey's Hospital,Sebokeng Hospital
user1377@example.com,Paarl Hospital,Helen Joseph Hospital,Rob Ferreira Hospital,Kalafong Hospital
user1378@example.com,Paarl Hospital,Job Shimankana Tabane Hospital,Leratong Hospital,Mankweng Hospital
user1379@example.com,Paarl Hospital,"Ngwelezana Hospital, Empangeni",George Hospital,Rob Ferreira Hospital
user1380@example.com,Paarl Hospital,Grey's Hospital,Thelle Mogoerane Regional Hospital,Nelson Mandela Academic Hospital
user1381@example.com,Paarl Hospital,Helen Joseph Hospital,Port Shepstone Hospital,Potchefstroom Hospital
user1382@example.com,Paarl Hospital,Grey's Hospital,Kalafong Hospital,Lebowakgomo Hospital
user1383@example.com,Paarl Hospital,New Somerset Hospital,Port Shepstone Hospital,King Edward VIII Hospital
user1384@example.com,Paarl Hospital,Prince Mshiyeni Memorial Hospital,Leratong Hospital,Job Shimankana Tabane Hospital
user1385@example.com,Paarl Hospital,Potchefstroom Hospital,General Justice Gizenga Mpanza Hospital,Letaba Hospital
user1386@example.com,Paarl Hospital,Livingstone Hospital,George Hospital,Prince Mshiyeni Memorial Hospital
user1387@example.com,Paarl Hospital,Grey's Hospital,Livingstone Hospital,Potchefstroom Hospital
user1388@example.com,Paarl Hospital,"Madadeni Hospital, New Castle",George Hospital,Ladysmith Hospital
user1389@example.com,Pelonomi Hospital,Helen Joseph Hospital,George Hospital,Livingstone Hospital
user1390@example.com,Pelonomi Hospital,Ladysmith Hospital,Leratong Hospital,Grey's Hospital
user1391@example.com,Pelonomi Hospital,Bongani Hospital,Mokopane Hospital,Addington Hospital
user1392@example.com,Pelonomi Hospital,Pietersburg Hospital,Frere Hospital,Ladysmith Hospital
user1393@example.com,Pelonomi Hospital,Chris Hani Baragwanath Hospital,George Hospital,Dr George Mukhari Hospital
user1394@example.com,Pelonomi Hospital,Leratong Hospital,Paarl Hospital,Frere Hospital
user1395@example.com,Pelonomi Hospital,"Madadeni Hospital, New Castle",Livingstone Hospital,Job Shimankana Tabane Hospital
user1396@example.com,Pelonomi Hospital,Livingstone Hospital,Frere Hospital,Worcester Hospital
user1397@example.com,Pelonomi Hospital,Frere Hospital,Grey's Hospital,Paarl Hospital
user1398@example.com,Pelonomi Hospital,Mokopane Hospital,Mankweng Hospital,Joe Morolong Memorial Hospital
user1399@example.com,Pelonomi Hospital,Livingstone Hospital,Grey's Hospital,"Ngwelezana Hospital, Empangeni"
user1400@example.com,Pelonomi Hospital,Ermelo Hospital,Witbank Hospital,Paarl Hospital
user1401@example.com,Pelonomi Hospital,General Justice Gizenga Mpanza Hospital,Grey's Hospital,Livingstone Hospital
user1402@example.com,Pelonomi Hospital,Livingstone Hospital,Tambo Memorial Hospital,Paarl Hospital
user1403@example.com,Pelonomi Hospital,Robert Mangaliso Sobukwe Hospital,Sebokeng Hospital,Nelson Mandela Academic Hospital
user1404@example.com,Pelonomi Hospital,Port Shepstone Hospital,George Hospital,Frere Hospital
user1405@example.com,Pelonomi Hospital,Groote Schuur Hospital,Kalafong Hospital,Witbank Hospital
user1406@example.com,Pelonomi Hospital,Frere Hospital,Robert Mangaliso Sobukwe Hospital,Livingstone Hospital
user1407@example.com,Pelonomi Hospital,Potchefstroom Hospital,Job Shimankana Tabane Hospital,Witbank Hospital
user1408@example.com,Pelonomi Hospital,Themba Hospital,George Hospital,Nelson Mandela Academic Hospital
user1409@example.com,Pelonomi Hospital,Tygerberg Hospital,Klerksdorp-Tshepong Tertiary Hospital,General Justice Gizenga Mpanza Hospital
user1410@example.com,Pelonomi Hospital,Robert Mangaliso Sobukwe Hospital,General Justice Gizenga Mpanza Hospital,Rob Ferreira Hospital
user1411@example.com,Pelonomi Hospital,Port Shepstone Hospital,Steve Biko Academic Hospital,Rob Ferreira Hospital
user1412@example.com,Pelonomi Hospital,Leratong Hospital,Port Shepstone Hospital,Grey's Hospital
user1413@example.com,Pelonomi Hospital,"Madadeni Hospital, New Castle",Mahikeng Provincial Hospital,Paarl Hospital
user1414@example.com,Pelonomi Hospital,Grey's Hospital,General Justice Gizenga Mpanza Hospital,Port Shepstone Hospital
user1415@example.com,Pelonomi Hospital,Victoria Hospital,Frere Hospital,Khayelitsha Hospital
user1416@example.com,Pelonomi Hospital,Nelson Mandela Academic Hospital,Robert Mangaliso Sobukwe Hospital,Chris Hani Baragwanath Hospital
user1417@example.com,Pelonomi Hospital,Robert Mangaliso Sobukwe Hospital,Potchefstroom Hospital,Leratong Hospital
user1418@example.com,Pelonomi Hospital,Livingstone Hospital,Addington Hospital,Mapulaneng Hospital
user1419@example.com,Pelonomi Hospital,Boitumelo Hospital,Klerksdorp-Tshepong Tertiary Hospital,Frere Hospital
user1420@example.com,Pelonomi Hospital,Leratong Hospital,George Hospital,Far East Rand Hospital
user1421@example.com,Pelonomi Hospital,Livingstone Hospital,George Hospital,"Ngwelezana Hospital, Empangeni"
user1422@example.com,Pelonomi Hospital,Khayelitsha Hospital,"Ngwelezana Hospital, Empangeni",Potchefstroom Hospital
user1423@example.com,Pelonomi Hospital,New Somerset Hospital,Helen Joseph Hospital,Paarl Hospital
user1424@example.com,Pelonomi Hospital,Worcester Hospital,Grey's Hospital,"Ngwelezana Hospital, Empangeni"
user1425@example.com,Pelonomi Hospital,Witbank Hospital,Helderberg Hospital,Frere Hospital
user1426@example.com,Pelonomi Hospital,Klerksdorp-Tshepong Tertiary Hospital,General Justice Gizenga Mpanza Hospital,Leratong Hospital
user1427@example.com,Pelonomi Hospital,Witbank Hospital,Tambo Memorial Hospital,Port Shepstone Hospital
user1428@example.com,Pelonomi Hospital,Rob Ferreira Hospital,Paarl Hospital,Mahikeng Provincial Hospital
user1429@example.com,Pelonomi Hospital,Mokopane Hospital,Port Shepstone Hospital,Mahikeng Provincial Hospital
user1430@example.com,Pelonomi Hospital,Robert Mangaliso Sobukwe Hospital,Frere Hospital,Leratong Hospital
user1431@example.com,Pelonomi Hospital,Witbank Hospital,Leratong Hospital,Paarl Hospital
user1432@example.com,Pelonomi Hospital,Witbank Hospital,Mankweng Hospital,Potchefstroom Hospital
user1433@example.com,Pelonomi Hospital,George Hospital,Witbank Hospital,"Ngwelezana Hospital, Empangeni"
user1434@example.com,Pelonomi Hospital,New Somerset Hospital,King Edward VIII Hospital,St Rita's Hospital
user1435@example.com,Pholosong Hospital,"Ngwelezana Hospital, Empangeni",George Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1436@example.com,Pholosong Hospital,General Justice Gizenga Mpanza Hospital,Port Shepstone Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1437@example.com,Pholosong Hospital,Mankweng Hospital,Victoria Hospital,Livingstone Hospital
user1438@example.com,Pholosong Hospital,Themba Hospital,Job Shimankana Tabane Hospital,Worcester Hospital
user1439@example.com,Pholosong Hospital,Pietersburg Hospital,Letaba Hospital,Sebokeng Hospital
user1440@example.com,Pholosong Hospital,Potchefstroom Hospital,Paarl Hospital,Rob Ferreira Hospital
user1441@example.com,Pholosong Hospital,Dr George Mukhari Hospital,Nelson Mandela Academic Hospital,Letaba Hospital
user1442@example.com,Pholosong Hospital,Mapulaneng Hospital,Paarl Hospital,Port Shepstone Hospital
user1443@example.com,Pholosong Hospital,Potchefstroom Hospital,Livingstone Hospital,Paarl Hospital
user1444@example.com,Pietersburg Hospital,Dr George Mukhari Hospital,Rob Ferreira Hospital,Mokopane Hospital
user1445@example.com,Pietersburg Hospital,Job Shimankana Tabane Hospital,SAMHS 2 Military Hospital,Mankweng Hospital
user1446@example.com,Pietersburg Hospital,Grey's Hospital,Worcester Hospital,Groote Schuur Hospital
user1447@example.com,Pietersburg Hospital,Livingstone Hospital,Potchefstroom Hospital,Rob Ferreira Hospital
user1448@example.com,Pietersburg Hospital,Witbank Hospital,Tambo Memorial Hospital,Livingstone Hospital
user1449@example.com,Pietersburg Hospital,Potchefstroom Hospital,"Ngwelezana Hospital, Empangeni",King Edward VIII Hospital
user1450@example.com,Pietersburg Hospital,Worcester Hospital,Themba Hospital,Grey's Hospital
user1451@example.com,Pietersburg Hospital,Job Shimankana Tabane Hospital,Potchefstroom Hospital,Rob Ferreira Hospital
user1452@example.com,Pietersburg Hospital,Worcester Hospital,George Hospital,Livingstone Hospital
user1453@example.com,Pietersburg Hospital,Port Shepstone Hospital,Worcester Hospital,Paarl Hospital
user1454@example.com,Pietersburg Hospital,Themba Hospital,Sebokeng Hospital,Potchefstroom Hospital
user1455@example.com,Pietersburg Hospital,Far East Rand Hospital,Rob Ferreira Hospital,Themba Hospital
user1456@example.com,Pietersburg Hospital,Rob Ferreira Hospital,Grey's Hospital,New Somerset Hospital
user1457@example.com,Pietersburg Hospital,Rob Ferreira Hospital,Sebokeng Hospital,General Justice Gizenga Mpanza Hospital
user1458@example.com,Pietersburg Hospital,Witbank Hospital,Steve Biko Academic Hospital,Leratong Hospital
user1459@example.com,Pietersburg Hospital,Robert Mangaliso Sobukwe Hospital,Mofumahadi Manapo Mopeli Hospital,"Madadeni Hospital, New Castle"
user1460@example.com,Pietersburg Hospital,Karl Bremer Hospital,Livingstone Hospital,"Madadeni Hospital, New Castle"
user1461@example.com,Pietersburg Hospital,Job Shimankana Tabane Hospital,Groote Schuur Hospital,Worcester Hospital
user1462@example.com,Pietersburg Hospital,Leratong Hospital,Ladysmith Hospital,Groote Schuur Hospital
